val_idx,subset,pred_stage5,pred_stage6
256,Aka_Gha,Aban nhyehyɛe anaa nnwuma pii botae ne sɛ wɔbɛma ɔmanfo nyinaa sikasɛm mu mmoa a mmabun ka ho ma wɔa,Aduruyɛ mu mmoa a wɔde ma mmabun a wɔwɔ ɔhaw tebea horow a ɛfa nna ne awo akwahosan ho no betumi ayɛ
259,Aka_Gha,"Sua nna mu apɔwmuden , nyinsɛn ano aduru, abusuabɔ, ne nkitahodi ho ade, fi wɛbsaet ahorow a wogye d",Mmara kwan so akwannya ahorow ho nkyerɛkyerɛ ma mmabun tumi ma wosi gyinae a ɛfata wɔ wɔn nna ne awo
264,Aka_Gha,Sukuu ahorow ne mpɔtam hɔ ahyehyɛde ahorow di dwuma titiriw wɔ mmabun a wɔkyerɛkyerɛ wɔn hokwan ne a,Ahyehyɛde ahorow a mmabun di anim ne akuo a wɔkamfo kyerɛ di dwuma titiriw wɔ amanaman ntam sikasɛm 
265,Aka_Gha,"Mmabun betumi ne mpɔtam hɔ mpɔtam hɔfo, nnwumakuo ahorow, ne nhyehyɛeyɛfo ayɛ adwuma abom de ama nna","Amammerɛ mu gyinapɛn ahorow, gyinapɛn ahorow, ne akwanhwɛ ahorow nya mmabun paw ne hokwan ahorow a ɛ"
266,Aka_Gha,Mmabun a wonni akwahosan ho a broni ka no 'insurance' no wɔ akwan pii a wɔbɛfa so anya nna ne awo ak,Mmabun betumi de wɔn ho ahyɛ amanaman  nna ne awo akwaahosan (ASRH) ntam nhyehyɛe ne nhyehyɛe ahorow
267,Aka_Gha,"Aban ahorow: Aban ahorow no asɛde ne sɛ wɔhyehyɛ nhyehyɛe, mmara, ne nhyehyɛe ahorow a ɛfa asetena m","Yiw, mmoa ntam nkitahodi ne ahyehyɛde ahorow bi wɔ hɔ a wɔkyereɛ  akwannya ahorow a mmabun wɔ sɛ won"
272,Aka_Gha,Abɛɛfo akenkan ne akyerɛw ho nimdeɛ ho hia ma mmabun sɛ wobenya nsɛm a ɛyɛ nokware a ɛfa nna mu akwa,Mmabun betumi akamfo nhyehyɛe ne nneyɛe a ɛhyɛ abrabɔ pa wɔ intanɛt so nneyɛe ho nkuran na ɛbɔ hokwa
273,Aka_Gha,Wɔayɛ kokoam nsɛm ho mmara sɛ wɔde bɛbɔ mmabun kokoam hokwan ahorow ho ban bere a wɔrenya nna ne awo,Ahintasɛm ne kokoam nsɛm ho mmra bɔ mmabun hokwan ahorow ho ban bere a wɔrenya nna ne awo akwahosan 
279,Aka_Gha,Mmara kwan so akwannya ahorow ho nkyerɛkyerɛ ma mmabun tumi ma wosi gyinae a ɛfata wɔ wɔn nna ne awo,"Mmabun betumi de wɔn ho ahyɛ mpɔtamfo a wɔde wɔn ho bɛhyɛ mu denneennen denam: Mmabun afotu akuw, at"
282,Aka_Gha,"Akwan a ɛfata a wɔfa so gyina adwennwen, dadwen, ne nkate mu nsakrae ano ni: Akwan a wɔfa so gye wɔn",Nea yɛfrɛ no wɔ broɔfo kasa mu sɛ algorithms ne abɛɛfo kwantenpɔn so dwumadibea ahorow di dwuma titi
284,Aka_Gha,Akwanside anaa ɔhaw a ɛtaa ba wɔ nna mu ɔbrasɛe ho nkyerɛkyerɛ mu no bi ne: Animtiaabu ne Aniwu: Ani,"Nsɛm ho amanneɛbɔ ɔsatu, hashtags, ne asetena mu akuw a ɛde nkɔmmɔbɔ a ɛfa pene a wɔpene so ho nhwɛs"
285,Aka_Gha,"Nhomasua, ntetee, ne afotu betumi ama mmabun tumi denam: Ahokokwaw ne nimdeɛ a wɔhia a wɔde bɛma wɔn",Atipɛnfoɔ mmoa nkitahodiɛ ne mmabun ahyehyɛdeɛ bɛtumi akasa ama hokwan ne ahobanbɔ a mmabun adwumayɛ
286,Aka_Gha,"Mmabun betumi de wɔn ho ahyɛ mpɔtamfo a wɔde wɔn ho bɛhyɛ mu denneennen denam: Mmabun afotu akuw, at",Mmabun a wɔadi dɛm betumi aboa wɔn ho wɔn ho wɔ mmeae a ahobammɔ wɔ: Nsɛnnennen a wɔkyɛ: Fa asɛnka a
287,Aka_Gha,Ɔbarima ne ɔbea nna ho nneyɛe a ahobammɔ wom kyerɛ nneyɛe ne ahwɛyiye a wɔyɛ bere a wɔreyɛ nna mu ky,Asetra mu nimdeɛ yɛ tumi ne nneyɛe a ɛma ankorankoro tumi di da biara da asetra mu ahwehwɛde ne ɔhaw
288,Aka_Gha,Akwankyerɛ a wɔde bɛma: Fa akwankyerɛ ne hwɛ ma bere a mmabun de wɔn ho hyɛ nsɛm ho amanneɛbɔ mu nsɛ,"Awofo, akyerɛkyerɛfo, ne akwahosan ho adwumayɛfo di dwuma titiriw wɔ mmoa a wɔboa mmabun ma wɔte nna"
290,Aka_Gha,"Yiw, mmara ne nhyehyɛe ahorow bi wɔ hɔ a ɛbɔ hokwan a wowɔ sɛ wunya nna ne awo akwahosan ho nkyerɛky",Mmara anaa nhyehyɛe ahorow betumi adi akwannya ahorow a mmabun a wɔyem wɔ sɛ wonya nna ho nkyerɛkyer
292,Aka_Gha,"Yɛn abusua bu nokwaredi, obu, nkitahodiɛ, ne yɛn ho yɛn ho pene wɔ abusuabɔ mu sɛ ɛsom bo. Yɛgye di ","Ankorankoro gyinapɛn ahorow, gyidi ahorow, ne nneɛma a ɛho hia di dwuma titiri wɔ ahyeɛ wobɛto  ama "
298,Aka_Gha,"Nsɛnkyerɛnne a ɛkyerɛ sɛ nkitahodie a ɛnyɛ papa anaasɛ ɛyɛ ayayade bi ne: Suban a wɔbɛhyɛ so, te sɛ ",Nsɛnkyerɛnne a ɛkyerɛ sɛ ebia obi rebrɛ nnubɔne a ɔde di dwuma ne adwenemyare ho nsɛm bi ne: Nsakrae
299,Aka_Gha,Amammerɛ ne ɔmanfo tebea nya mmabun osuahu ahorow a ɛfa nna ne awoɔ apomoden ho nkyerɛkyerɛ ne nea e,Mmusua betumi akasa ama nhyehyɛe ahorow a ɛfa asetena mu nneɛma a ɛkyerɛ mmabun nna ne awoɔ apomoden
300,Aka_Gha,Nneɛma bi wɔ hɔ a ɛbɛboa nkurɔfo ma wɔatumi agyina STI a wɔahu no ano: Mmoa Akuw: Sɛ wɔne afoforo a ,"Yiw, ɔkwan pɔtee bi wɔ hɔ a wɔde wɔn ho hyɛ mu ne ayaresa ahorow a wɔde di dwuma wɔ ɔhwɛ a wɔde adwe"
301,Aka_Gha,Akwan bi a wobɛfa so ama akwahosan ho nhyehyɛe ahorow ayɛ nea ɛfa mmabun a wɔadi dɛm ho kɛse ni: Sɛn,"Nkitahodie ne kyɛfa a wɔfa so kyerɛkyerɛ nsɛm ho amanneɛbɔ ho nimdeɛ betumi ayɛ kuw nkɔmmɔbɔ, nsɛm a"
304,Aka_Gha,"Mmabun betumi ahyia dadwen, adwene a ɛyɛ basaa, aniwu, anaa animtiaabu a ɛfa nna ne awoɔ apomoden ho","Nsɛm ho amanneɛbɔ hyehyɛ adwene ne adwene a wɔwɔ wɔ mmabun nna ne awoɔ apomoden ho denam nneyɛe, gyi"
305,Aka_Gha,"Mfaso a ɛwɔ nna ho nkyerɛkyerɛ a edi mu so no bi ne: STI ahorow a wɔtew so, a HIV ka ho, denam nimde","Wɔ nyinsɛn a wosiw ano akyi no, kɔndɔm nkutoo ne ɔkwan a ɛboa nso ma wosiw nna mu nyarewa (STIs) ano"
307,Aka_Gha,"Mmabun betumi ahwehwɛ nsɛm ho amanneɛbɔ mu nkrasɛm a ɛfa ɔbarima ne ɔbea nna, abusuabɔ, ne awo akwah",Mmabun betumi asusuw ahotoso a ɛwɔ nneɛma a wɔde di dwuma wɔ nsɛm ho amanneɛbɔfo nkrasɛm a ɛfa nna n
308,Aka_Gha,"Amammerɛ, asetra, ne sikasɛm mu nneɛma nya dawurubɔ ne aguadi ho nkrasɛm a ɛfa nna mu akwahosan ho a","Akwahosan mu nsonsonoe kyerɛ nsonsonoe a ɛwɔ akwahosan mu nsunsuanso mu wɔ nnipa akuw ahorow ntam, a"
314,Aka_Gha,Mfaso a ebetumi afi ɔkwan a egyina hokwan ahorow so a wɔbɛfa so anya so no bi ne: Mmabun a wɔbɛma wɔ,Nsɛm a ɛnteɛ anaa anansesɛm a ɛfa nna mu akwahosan ho a wobegye adi na wɔatrɛw mu no betumi de nea e
317,Aka_Gha,"Asetra mu nimdeɛ ho nkyerɛkyerɛ nhyehyɛe ahorow no de module ahorow a ɛfa sikasɛm ho nimdeɛ, adwuma ",Mmabun betumi anya ahokokwaw ahorow pii afi mmabun adwumayɛ nhyehyɛe ne adwumayɛ ho ntetee a wɔde wɔ
319,Aka_Gha,Sɛ wuhu sɛ obi rekyekyɛ adagyaw mfoni anaasɛ ɔresɛe obi foforo ho nsɛm wɔ Intanɛt so a: Hyɛ onipa a ,"Sɛ ɛyɛ den ma wo sɛ wubegyina nkwamoa mu nsakrae ano a, nneɛma bi a wubetumi ayɛ ni: Wo ne Obi Kasa:"
321,Aka_Gha,Mmara kwan so ahobammɔ a wɔde ma wɔn a wɔanya wɔn ti adidi mu no bi ne nneɛma a wɔbɛyɛ de ahwɛ ahu s,"Nneɛma a ɛwɔ hɔ ma mmabun a wɔanya nna mu basabasayɛ no bi ne afotu adwumayɛbea, ahomatrofo a wɔde f"
327,Aka_Gha,Abɛɛfo akenkan ne akyerɛw ho nimdeɛ ho hia ma mmabun sɛ wobenya nsɛm a ɛyɛ nokware a ɛfa nna mu akwa,Nneɛma ne nkyerɛkyerɛ nneɛma a ɛwɔ hɔ a ɛbɛboa mmabun ma wɔasua pii afa pene a wɔpene so wɔ intanɛt 
328,Aka_Gha,Abɛɛfo nnwinnade ne mfiridwuma ma mmabun tumi ma wosi gyinae a ɛfata wɔ wɔn nna ne awo akwahosan ho ,Nea ɛyɛ mmerɛw a broni ka no 'conveniece': 'Telehealth' ma akwantu ho nhia na ɛtew bere a wɔde twɛn 
330,Aka_Gha,Ahye yɛ limit (ahyeɛ nhyehyeɛ) ahorow a wode si hɔ de bɔ wo ho ban wɔ nkate ne honam fam. Ahye a wob,Nkitahodi a Wobɛbue Mu: Wo ne wo hokafoɔ nkasa pefee ne nokwaredi mu fa wo hyeɛ ne nea wopɛ wɔ nna a
334,Aka_Gha,Adwene a ɛnteɛ a wɔtaa nya wɔ awo hokwan ne ahofadi a mmabun wɔ ho no bi ne gyidi ahorow a ɛne sɛ mm,"Atosɛm: ""Nnipa a wɔwɔ ɔhaw ahorow a emu yɛ den nkutoo na wohia afotu."" Nokwasɛm: Afotu so wɔ mfaso m"
336,Aka_Gha,Nneɛma ne mmoa nhyehyɛe ahorow a ɛwɔ hɔ ma mmabun a wɔrehwehwɛ mmoa a wɔde befi nkɔmmɔbɔ ase ne wɔn ,Kan no na mmoa ahorow bi wɔ hɔ ma nna mu dwumadi a wɔatwa no tiaa sɛ LGBTQ+ akuw nanso bere a wɔapen
340,Aka_Gha,Anamɔn a wɔfa so de siw nyinsɛn ano a egye ntɛmpɛ nea broni ka no 'emergency contraception'  di dwum,Ahorow:Aduru a wɔde siw nyinsɛn ano putupuru (ECP): Ɛwɔ honam mu nkwammoa (hormones) a ɛsi nyinsɛn a
343,Aka_Gha,Wobetumi ayɛ nhyehyɛe ahorow a wɔde besiw nna mu basabasayɛ ano na wɔahyɛ pene a wɔpene so ho nkuran,Sukuu ne mpɔtam betumi de nhyehyɛe ne nnwuma a wɔde siw ano a ɛfa nsa ne nnubɔne a wɔde di dwuma ne 
345,Aka_Gha,"Ɛtɔ mmere bi a, akwahosan ho nhyehyɛe no mu a wobɛfa so no betumi ayɛ den, nanso anammɔn pii wɔ hɔ a","Wubetumi anya nsɛm a ɛyɛ nokware a ɛfa wo mmara kwan so hokwan ""rights"" ahorow ne akwan a wubetumi a"
346,Aka_Gha,Ɔkwan a eye sen biara a wobɛfa so asiw awo ano a wobɛpaw ama wo no gyina nneɛma pii so. Nneɛma a wɔa,Ebetumi agyina nea ɛho hia wo so. Sɛnea ɛyɛ adwuma yiye wɔ nyinsɛn ano a wosiw mu. Sɛnea wɔde di dwu
348,Aka_Gha,Sɛ wuhu sɛ obi rekyekyɛ adagyaw mfoni anaasɛ ɔresɛe obi foforo ho nsɛm wɔ Intanɛt so a: Hyɛ onipa a ,Ahyehyɛde ahorow a egyina mpɔtam hɔ so de SRH nhyehyɛe ne nnwuma ahorow pii a wɔayɛ ama mmabun ahiad
350,Aka_Gha,Mmabun betumi anya intanɛt so nea aborɔfo ka no 'crisis intervention' ho nnwuma a ɛfa nna ne awo akw,Dwumadie no hwɛ hu sɛ nneɛma ahodoɔ bɛba denam: Nnipa dodoɔ su ho nsɛm a wɔbɛboaboa ano de ahunu nso
352,Aka_Gha,Nhomasua a ɛka obiara ho wɔ ASRH mu kyerɛ sɛ wɔbɛma mmabun nyinaa anya nna ne awoɔ apomoden (SRH) ho,Mmabun betumi akasa ama hokwan a wɔwɔ sɛ wɔde kokoamsɛm  sie wɔ nna ne awoɔ apomoden ho nhyehyɛe mu 
353,Aka_Gha,"Mpɛn pii no, nna ne awo akwahosan ho nhyehyɛe a edi mũ a wɔde ma mmabun no, nea ɛka ho ne nnwuma aho",Nkabom a wɔde nna mu apɔwmuden mmoa bɔ apɔwmuden nhyehyɛeɛ nyinaa ho no de mmoa pii ba mmaayewa ne m
355,Aka_Gha,Ɔbarima ne ɔbea nna ne awo akwahosan ho nkyerɛkyerɛ a ɛka nnipa nyinaa boa ma wɔbɔ mmɔden kɛse sɛ wɔ,"Amammerɛ mu afahyɛ ahorow, afahyɛ ahorow, ne nsɛm a esisi wɔ mpɔtam hɔ no ma wonya hokwan ahorow a ɛ"
356,Aka_Gha,Mmabun a wɔadi dɛm betumi anya nna ne awo akwahosan ho nsɛm ne nnwuma a edi mu wɔ akwahosan ho nhyeh,"Nneɛma te sɛ kasa mu akwanside, mmara kwan so gyinabea, nyiyim, ne asetra ne sikasɛm mu nsonsonoe ka"
358,Aka_Gha,"Mmabun betumi asusuw nsɛmti ne nsɛm ahorow ho wɔ afotu nhyiam ahorow mu, a nea ɛka ho ne: Abusuabɔ n",Sukuu ahorow ne mpɔtam hɔ ahyehyɛde ahorow di dwuma titiriw wɔ mmabun a wɔkyerɛkyerɛ wɔn hokwan ne a
363,Aka_Gha,Wubetumi ahwɛ ahu sɛ wo mmea hwɛ yɛ kokoamsɛm wɔ: Akwahosan ho adwumayɛfo a wobɛpaw wɔn a wɔde ayare,"Atipɛnfo mmoa akuw ma mmabun nya baabi a ahobammɔ wɔ sɛ wɔbɛda wɔn atenka adi, akyɛ osuahu ahorow, n"
364,Aka_Gha,Mmabun a wɔn ani gye ho sɛ wɔbɛboa nna ne awo akwahosan ho nhyehyɛe ahorow denam mpɔtam hɔfo a wɔde ,Mmabun betumi akasa ama hokwan a wɔwɔ sɛ wɔde kokoamsɛm  sie wɔ nna ne awoɔ apomoden ho nhyehyɛe mu 
365,Aka_Gha,Mmabun betumi asua mpanin mu kɔ ne awoɔ mu apɔmuden ho ade wɔ kwan a ɛyɛ dwoodwoo so denam nkyerɛkye,Amammerɛ mu afahyɛ ne amanneɛ a wɔyɛ de twa kwan kɔ mpanin mu no di dwuma titiriw wɔ nteaseɛ a yɛwɔ 
366,Aka_Gha,Nhwehwɛmu a wɔyɛ no daa di dwuma titiriw wɔ 'STI ne HIV' a wosiw ano mu efisɛ ɛma ankorankoro hu wɔn,Nna mu yareɛ yɛfrɛ nu wɔ broɔfo kasa mu sɛ STI ahorow a ɛtaa ba a ɛsɛ sɛ mmebun susuw ho sɛ wɔbɛyɛ h
367,Aka_Gha,"Mmabun betumi afa telefon so, nsɛm a wɔde kyerɛw nsɛm, intanɛt so nkɔmmɔbɔ (YMK app wɔ Google Play S","Wɔ nkate fam mmoa ne ɔhaw mu mmoa a wɔde wɔn ho hyɛ mu akyi no, ɔhaw ho mmoa telefon ahorow betumi d"
370,Aka_Gha,"Bɔbeasu pɛyɛ kyerɛ nnyinasosɛm a ɛfa atɛntrenee ne atɛntrenee ho wɔ sɛnea wɔne ankorankoro di mu, a ","Sɛ wote nka sɛ wɔabu m'apɔmuden hokwan so a, wubetumi afa akwan yi so: Kyerɛ wo haw kyerɛ w'apɔmuden"
375,Aka_Gha,"Yiw, aman pii wɔ mmara anaa nhyehyɛe ahorow a ɛma mmabun wɔ hokwan sɛ wonya nna ne awo ho akwahosan ",Ahintasɛm yɛ ade titirie a ɛwɔ nna ne awo akwahosan ho nhyehyɛe a edi mũ a wɔde ma mmabun mu. Bere a
378,Aka_Gha,"Dwuma ne asɛdeɛ a awofoɔ, sukuu, mpɔtam, ne aban nnwumakuo di wɔ nna ne awoɔ akwahosan ho nkyerɛkyer",Wobetumi de mmara kwan so hokwan ho adesua aka nna ne awo akwahosan ho nkyerɛkyerɛ nhyehyɛe a ɛwɔ hɔ
379,Aka_Gha,Ɔbarima ne ɔbea nna ho nkyerɛkyerɛ a edi mu yɛ soronko wɔ nhyehyɛe ahorow a ɛfa twe a wɔtwe wɔn ho f,"Bere mpɛn pii no, twe a wɔtwe wɔn ho fi nna ho no kyerɛ sɛ wɔbɛtwe wɔn ho afi nna mu nneyɛe nyinaa h"
381,Aka_Gha,Mmabun betumi aboa nnamfo anaa atipɛnfo a wɔrehyia adwenemyare denam: Tie: Aso a ɛnyɛ atɛn a wɔde bɛ,Nnamfo anaa atipɛnfo a wɔahu sɛ wɔwɔ nna mu yarev a wɔbɛboa wɔn no fa: - atinka fam mmoa ne awerɛhye
382,Aka_Gha,"Awofoɔ, akyerɛkyerɛ, ne mpanyinfo afoforo betumi aboa mmabun wɔ 'media literacy skills' mputuo wɔ nk","Akyerɛkyerɛfoɔ, awofoɔ, ne wɔn a wɔhwɛ mmabun bɛtumi aboa mmabun wɔ nsɛm ho amanneɛbɔ ho nimdeɛ nea "
383,Aka_Gha,Mmabun a wɔn ani gye ho sɛ wɔbɛboa nna ne awo akwahosan ho nhyehyɛe ahorow denam mpɔtam hɔfo a wɔde ,"Nnwumadie ahorow a egyina mpɔtam hɔ so di amammerɛ mu gyinapɛn ahorow, ne nkate ahorow a ɛfa nna ne "
384,Aka_Gha,Mmabun betumi de wɔn digyital akenkan ne akyerɛw ho nimdeɛ adi dwuma de wɔn ho ahyɛ ɔmanfo a wɔde wɔ,"Mmabun betumi de ntentanfidie, mfiridwuma, ne dijitaal akwan adi dwuma ne wɔn mpɔtam hɔfo adi nkitah"
387,Aka_Gha,Wubetumi anya mmea ho ayaresa bere a woyɛ ɔbabun denam: Apomodenho ɔyaresafo a ne ho akokwaw wɔ mmab,"Nsɛm ne Mmoa: Sɛ woresusuw ho sɛ wobɛfa wo ayɛ wo ba anaasɛ wobɛtete wo a, hwehwɛ nsɛm ne mmoa fi mm"
394,Aka_Gha,Mmra ne nhyehyeɛ a ɛfa nna ho nkyerɛkyerɛ ɛkɔ akyiri (CSE) ho wɔ sukuu ahodoɔ mu no taa fa: Adesua N,"Mmabun betumi akamfo nsɛm ho amanneɛbɔ ho adesua  wɔ sukuu ahorow, mpɔtam, ne mmabun ahyehyɛde ahoro"
396,Aka_Gha,"Mmara ne nhyehyeɛ bi wɔ hɔ a ɛfa pene a wɔpene so ne nna mu ɔbrasɛeɛ ho wɔ intanɛt so nkitahodiɛ mu,",Mmabun betumi aboa ma wɔayɛ intanɛt so mpɔtam a ahobammɔ ne mmoa wɔ hɔ a ankorankoro te nka sɛ wɔn h
399,Aka_Gha,"Wo nne resesa esiane nkwaadɔm 'hormones' a ɛyɛ adwuma wɔ mmerantebere ne mmabaabere mu nti, titiriw ","Hormone ahorow na ɛma nsakrae pii a worehyia wɔ wo mmabunyɛ berɛ mu no ba. Wɔn nti na woreyɛ tenten,"
400,Aka_Gha,Ɛma nimdeɛ a ɛyɛ nokware a ɛfa nna ne awoɔ apɔmden ho a ɛnam nkyerɛkyerɛ dwumadie mapa so. Ɛnam nkɔm,"Abusua gyidie ne amammerɛ ka sɛdeɛ mmabun hu nna, nkitahodie ne awoɔ apɔmden mu nsɛm ho.Sɛ nneɛma a "
404,Aka_Gha,"Wɔ mpɔtam bi no, ebia akwantu ho nhyehyɛe ahorow bi wɔ hɔ a wɔayɛ no pɔtee sɛnea ɛbɛyɛ a wobedi mmab",Mpɔtam hɔfoɔ nkɔmmɔdie nhyehyɛeɛ de nneɛma ne nneɛma ahodoɔ a wɔde bɛsua STI/HIV ano aduru ne nna ho
407,Aka_Gha,"Mmabun betumi ahu na wɔakasa atia asetra mu gyinapɛn ahorow, suban ahorow, ne nneyɛe a ɛboa ma wɔyɛ ",Afotu betumi adi dwuma titiriw wɔ adwene a ɛnteɛ a wodi ho dwuma ne animtiaabu a ɛfa nna mu yarewa  
410,Aka_Gha,Sukuu ahorow di dwuma titiriw wɔ nna ne awo akwahosan ho nkyerɛkyerɛ ne nnwuma a wɔde ma mmabun mu d,Ɔbarima ne ɔbea nna ne awo akwahosan ho nkyerɛkyerɛ di dwuma titiriw wɔ adwene mu yiyedi a wɔbɛma an
417,Aka_Gha,"Wɔ mmeae pii no, mfe a obi adi ho nhyeso biara nni hɔ a ɛbɛma wanya nnuru a wɔde siw nyinsɛn ano ntɛ",Mfeɛ anohyeto a wɔde ma wɔ telefon so akwahosan ho dwumadie ho no betumi ayɛ soronko a egyina nea ɔd
419,Aka_Gha,Mmabun betumi aka ama  wɔde wim nsakrae bɛka nna mu ne awoɔ ho apɔmuden (SRH)  nhyehyɛeɛ ho  wɔ  ber,Amammerɛ anaa asetena mu nsunsuansoɔ a ɛwɔ awoɔ mu apɔmuden nsɛm nteaseɛ so no bi ne: animtiaabu ne 
420,Aka_Gha,Nsɛm ho amanneɛbɔ ho nimdeɛ ma mmabun tumi susuw nkrasɛm a wɔde ma wɔ nsɛm ho amanneɛbɔ mu a ɛfa nna,Mmabun betumi anya tema ne adwene a wɔfa ho nimdeɛ denam nsɛm ho amanneɛbɔ ho nimdeɛ so denam: Wɔde 
422,Aka_Gha,"Atipɛnfoɔ mmoa akuo yɛ ankorankoro a wɔboaboa wɔn ho ano a wɔwɔ osuahu, nsɛnnennen, anaa dadwen a ɛt",Mmabun betumi ahwɛ ahu sɛ wodi wɔn awo ho gyinaesi ahorow so na wɔboa wɔn wɔ ɔkwan bi sei: Nkitahodi
424,Aka_Gha,Hokwan a wɔwɔ sɛ wonya asetra ne sikasɛm mu mmoa wɔ mmabun nna ne awo akwahosan mu no kyerɛ sɛ wɔbɛh,Amammerɛ ne nyamesom mu gyinapɛn ahorow a ɛfa ɔbarima ne ɔbea dwumadi ne abusuabɔ ho betumi anya mma
425,Aka_Gha,Mmabun betumi de akwan horow pii adi dwuma de adi ntawntawdi a ɛda wɔn amammerɛ mu gyinapɛn ahorow n,Nhyehyɛe mu Nsakrae ne Asoɛe mu Nsakrae a Wɔkamfo: Mmabun betumi de nsɛm ho amanneɛbɔ ho nimdeɛ adi 
427,Aka_Gha,Mmabun betumi ahwehwɛ nkɔmmɔbɔ a ɛfa nna ne awo akwahosan ho wɔ nyamesom tebea horow mu denam nkɔmmɔ,"Aane, ɛyɛ ade a ɛtaai si koraa sɛ wubenya adwene a ɛsakra bere a woadu mpanyin afe so no. Hormone ah"
430,Aka_Gha,"Mmabun betumi atu anammɔn pii de ahu sɛ wɔn nna ne awo akwahosan ho nsɛm bɛkɔ so ayɛ kokoamsɛm, a ne",Social media platform ne wɛbsaet dodow no ara wɔ akwan a wɔfa so bɔ amanneɛ wɔ ɔhaw anaa kɔmputa so 
432,Aka_Gha,"Ɛho hia sɛ wogyina nsɛm a egyina adanse so a efi mmeae a wotumi de ho to so, te sɛ akwahosan ho adwu",Websitet ahorow: Planned Parenthood: https://www.plannedparenthood.org/ (nna mu akwahosan ho nsɛm) S
434,Aka_Gha,"Atosɛm ne adwene a ɛnteɛ pii wɔ hɔ a ɛfa nnuru a wɔde di dwuma ne adwenem ahokwasan  ho, a nea ɛka h","Sɛ mmabun wɔ nsɛmmisa anaa nsɛm bi a ɛhaw wɔn wɔ nyinsɛn ano aduru a wɔde di dwuma ntɛm ho a, ɛsɛ sɛ"
438,Aka_Gha,Akwahosan ho adwumayɛfo a wɔbɛtete wɔn ma wɔne mmabun adi nkitaho yie na wɔabu wɔn ahofadi ne hokwan,Mmabun betumi de wɔn ho ahyɛ  mpɔtam kuo  a wɔn botae ne sɛ wobedi nna ne awo akwahosan ho haw ahoro
441,Aka_Gha,Nkitahodie pa betumi aboa ma wɔadi adwennwen ne dadwen so denam atenka horow a wɔbɛda no adi ne mmoa,"Nsɛm ho amanneɛbɔ ho nimdeɛ di dwuma titiriw wɔ nna a ahoɔden wom, nipadua ho mfoni pa, ne abusuabɔ "
444,Aka_Gha,Wo nsɛmmisa a ɛfa awo akwahosan ho nhyehyɛe a wobenya ho mmuae ni: 11. Akwan bɛn na ɛwɔ hɔ a wobetum,"Fie Nyinsɛn Ho Nhwehwɛmu: Wobetumi anya bi a wɔmfa nnuru nhyɛ mu, na saa nhwehwɛmu ahorow yi hu nyin"
446,Aka_Gha,"Wo nna ho akɔnnɔ a wo ne wo nnamfo, abusuafo, ne apomoden ho adwumayɛfo bɛbɔ ho nkɔmmɔ no betumi ayɛ","Sɛ wo ne wo hokafoɔ  rekasa fa nna mu apɔmuden ne asane nsoano ho a, ɛho hia sɛ: wo hyɛ nkɔmmɔbɔ no "
449,Aka_Gha,Mmabun betumi ahwɛ ahu sɛ wɔwɔ hokwan a wɔwɔ sɛ wɔpene so a wɔde nimdeɛ bɛma ne kokoamsɛm denam hokw,Mmabun betumi ahwɛ ahu sɛ wɔwɔ hokwan sɛ wɔpene so sɛ  wɔde nimdeɛ bɛma ne kokoamsɛm denam nsɛmmisa 
452,Aka_Gha,"Awofoɔ, wɔn a wɔhwɛ wɔn, ne wɔn a wɔhwɛ mmabun bɛtumi aboa mmabun a wɔadi dɛm wɔ nna ne awoɔ akwahos","Awofo, wɔn a wɔhwɛ wɔn, ne mpanyimfo afoforo betumi aboa mmabun wɔ ɔkwan bi sei: Nsɛm a ɛyɛ nokware "
456,Aka_Gha,"Nneyɛ pa ho nsusuii a ɛwɔ nsɛm ho media nsɛm a ɛfa nna ne awoɔ apɔmuden ho no bi ne pɛpɛɛpɛyɛ, hia t","Nhomasua nhyehyɛe ne adesua nhyehyɛe ahorow di nkɛntɛnso a sohyial media, mfiridwuma, ne intanɛt so "
463,Aka_Gha,"Yiw, mmara ne nhyehyɛe ahorow bɔ hokwan ahorow a mmabun wɔ sɛ wonya nna ne awo ho akwahosan ho nhyeh","Mfaso a ɛwɔ so no bi ne: Nkitahodie: Atipɛnfoɔ betumi anya tema ama wɔn atipɛnfoɔ osuahun ahorow, na"
469,Aka_Gha,"Hu hokwan ahorow a wowɔ na hwehwɛ mmara kwan so mmoa sɛ wohyia nyiyim anaa ɔhaw a. Fa nnamfo, abusua","Awofo anaa abusuafo betumi aboa wo yiye denam tema a wobetie, wo nkate a wobegye atom, ne ɔdɔ ne mmo"
470,Aka_Gha,Mmabun bɛtumi advocate (ɔkasamafoɔ) adwenemyareɛ ho dwumadie a ɛkɔ anim wɔ wɔn mpɔtam hɔ denam: Wɔna,Akuo anaa ahyehyɛdeɛ a asuafoɔ di anim bɛtumi adi dwuma titire wɔ adwenem apɔwmuden ho nimdeɛ a wɔbɛ
473,Aka_Gha,Amanaman ntam sika a wɔde bɛhyɛ ɔman ASRH nhyehyɛeɛ ne akwankyerɛ mu hyɛ apɔmuden nhyehyɛeɛ den na ɛ,Raising Awareness: Kyerɛkyerɛ nkurɔfoɔ fa mmara a ɛfa dɛmdifoɔ. Legal Reforms: Ko hwehwɛ mmara nsesa
