ID,subset,error_type,selected_wr,oracle_wr_5,oracle_wr_20,best_cand_wr,best_cand_rank_rrf,best_cand_rank_ce,pool_size,question
ID_VL_Amh_Eth_E1B294DE,Amh_Eth,C_recall_failure,0.10325581395348837,0.11099999999999999,0.15578947368421053,0.16444444444444442,24,41,69,አንድን በሽታ በባህል መድኃኒቶች (ዕፅዋት) ወይም በልዩ ውሃ ብቻ ማዳን ይቻላል?
ID_VL_Amh_Eth_BEF59FE6,Amh_Eth,C_recall_failure,0.10325581395348837,0.21764705882352942,0.21764705882352942,0.21764705882352942,1,52,71,አንድ ሰው ምንም ምልክቶች ከሌለበት የሄርፒስ ስርጭትን ለመከላከል ቁልፉ ምንድን ነው?
ID_VL_Lug_Uga_A9987BDF,Lug_Uga,C_recall_failure,0.10325581395348839,0.10325581395348839,0.10325581395348839,0.10325581395348839,0,0,71,Olufumo kye kimu n'endowooza enkyamu?
ID_VL_Eng_Gha_CDD0B4D4,Eng_Gha,C_recall_failure,0.10338235294117645,0.21192488262910797,0.21192488262910797,0.21192488262910797,2,6,55,"What should I do if I have concerns or questions about my recovery after an abortion, or if I experience symptoms that worry me?"
ID_VL_Aka_Gha_46FDE062,Aka_Gha,C_recall_failure,0.10338235294117647,0.13621890547263682,0.14552301255230124,0.18813559322033896,24,4,69,Nsakraeɛ bɛn na ɛba mmaa awoɔ mu wɔ mmabunyɛ mmerɛ mu?
ID_VL_Eng_Ken_2E13418D,Eng_Ken,B_reranking_failure,0.10344086021505375,0.16541176470588234,0.74,0.74,11,0,52,"What is the importance of testing my baby for HIV, suppose I have HIV?"
ID_VL_Eng_Ken_8570B59F,Eng_Ken,B_reranking_failure,0.10344086021505376,0.15488372093023256,0.74,0.74,11,0,56,”Being abstinent is one way to prevent HIV infection”
ID_VL_Lug_Uga_A6C681B0,Lug_Uga,C_recall_failure,0.10352331606217616,0.10352331606217616,0.22078688524590162,0.22078688524590162,19,3,66,Okufufuggaza Akawuka akaleeta Siriimu kitegeeza ki?
ID_VL_Lug_Uga_0FC79913,Lug_Uga,B_reranking_failure,0.10354948805460751,0.74,0.74,0.74,0,17,59,Nnandiwulidde ntya singa mba ne Kiramidiya?
ID_VL_Lug_Uga_9ECA381B,Lug_Uga,B_reranking_failure,0.10360000000000003,0.74,0.74,0.74,0,17,71,Kusoomoozebwa ki okuliwo mu kwawula omuntu alina Akawuka akaleeta Siriimu/Siriimu ku atakalina?
ID_VL_Swa_Ken_396C357B,Swa_Ken,B_reranking_failure,0.10367149758454106,0.74,0.74,0.74,0,7,60,"Je, kuna tahadhari ninazoweza kufuata ili kuzuia maambukizi ya ukimwi baada ya kuambukizwa, kama vile kondomu iliyovunjika au unyanyasaji wa kijinsia?"
ID_VL_Aka_Gha_E0F3EAB0,Aka_Gha,C_recall_failure,0.10373831775700934,0.1837748344370861,0.1837748344370861,0.19664335664335664,23,2,74,Mmoa bɛn na ɛwɔ hɔ ma mmabun a atipɛnfoɔ nhyɛso ɛreha wɔn ne nsunsuansoɔ a ɛde ba adwenemyare so?
ID_VL_Eng_Uga_AA604892,Eng_Uga,B_reranking_failure,0.10378048780487806,0.74,0.74,0.74,1,20,65,Should I wait and test again to make sure my HIV result is correct?
ID_VL_Aka_Gha_787F2425,Aka_Gha,C_recall_failure,0.10385964912280701,0.11169811320754716,0.13756410256410256,0.16860759493670888,67,65,78,Mmoa bɛn ɛwɔ hɔ ma me sɛ mehia apɔwmuden akwankyerɛ wɔ me babunberɛ mu?
ID_VL_Amh_Eth_670ACC5C,Amh_Eth,C_recall_failure,0.10385964912280701,0.10571428571428569,0.10571428571428569,0.10571428571428569,1,3,56,ለተጨማሪ ደህንነት ሁለት ኮንዶም በአንድ ጊዜ (አንዱ በሌላው ላይ) መጠቀም ደህንነቱ የተጠበቀ ነው?
ID_VL_Eng_Gha_5E368127,Eng_Gha,C_recall_failure,0.10396694214876032,0.10396694214876032,0.16730434782608694,0.16730434782608694,8,23,44,How can parents help adolescents navigate peer pressure and societal expectations during puberty?
ID_VL_Eng_Uga_6545C030,Eng_Uga,C_recall_failure,0.10400000000000001,0.10400000000000001,0.15074074074074076,0.1617674418604651,35,18,49,Can I get pregnant while using birth control?
ID_VL_Lug_Uga_D9C59CD9,Lug_Uga,B_reranking_failure,0.1040625,0.1655593220338983,0.74,0.74,9,12,62,Lwaki kikulu okwebuuza ku musawo singa wabaawo obweraliikirivu oba ebibuuzo ku nkozesa ya kizaalaggumba?
ID_VL_Lug_Uga_E3524444,Lug_Uga,C_recall_failure,0.10414814814814814,0.10414814814814814,0.10414814814814814,0.12869565217391304,63,38,65,Nsobola okwegatta nga nzijanjabiwa Enziku?
ID_VL_Aka_Gha_FCE68504,Aka_Gha,C_recall_failure,0.10414814814814814,0.15443478260869564,0.15443478260869564,0.15443478260869564,1,38,78,Ɔkwan bɛn so na mmeae a wɔhwɛ mmabun akwahosan so (youth-friendly centers) hyɛ asumasɛm nsie mu den?
ID_VL_Lug_Uga_1057A002,Lug_Uga,B_reranking_failure,0.10429530201342281,0.74,0.74,0.74,0,24,77,Biki ebikolebwa mu by’obulamu ku siriimu?
ID_VL_Eng_Gha_CAC4D0EB,Eng_Gha,C_recall_failure,0.10429530201342281,0.16976470588235293,0.17168,0.20468085106382977,48,37,49,"How can we challenge stereotypes, biases, and prejudices that contribute to discrimination and marginalization of persons with disabilities?"
ID_VL_Lug_Uga_E2AFA629,Lug_Uga,C_recall_failure,0.10441717791411043,0.10441717791411043,0.14187969924812027,0.14187969924812027,14,24,64,Okozesa otya ebikozesebwa mu kwekebera Akawuka akaleeta Siriimu?
ID_VL_Aka_Gha_36B5229A,Aka_Gha,C_recall_failure,0.10447058823529412,0.2146223564954683,0.2146223564954683,0.21953964194373402,20,68,74,"Ɔkwan bɛn so na nyinsɛn ba, na dɛn na ɛba bere a wɔnyem?"
ID_VL_Lug_Uga_D7E174E6,Lug_Uga,C_recall_failure,0.10447058823529413,0.167304347826087,0.16818181818181818,0.19999999999999998,45,33,57,Kiki kye nnina okukola singa nzuulibwamu Akawuka akaleeta Siriimu nga ndi lubuto?
ID_VL_Lug_Uga_A939EBD1,Lug_Uga,C_recall_failure,0.10447058823529413,0.14466165413533835,0.19999999999999998,0.19999999999999998,5,46,62,Kiki ekiddako singa nzuulibwamu Akawuka akaleeta Siriimu nga ndi lubuto?
ID_VL_Aka_Gha_28DF6EC4,Aka_Gha,B_reranking_failure,0.10464646464646464,0.4553846153846154,0.4553846153846154,0.5580327868852458,64,60,71,"Ma mmabun tumi ma wɔkasa wɔn ho ne wɔn SOGI ahiade ahorow, berɛ a wɔsan nso ma wɔn ho a wobu ne ahotoso."
ID_VL_Lug_Uga_C37944C1,Lug_Uga,B_reranking_failure,0.10471698113207548,0.74,0.74,0.74,5,35,65,Nsobola okukwatibwa Akawuka akaleeta Siriimu singa nkozesa akajirita k'omulala era ne nneesala mu butanwa?
ID_VL_Eng_Gha_AF475B49,Eng_Gha,C_recall_failure,0.10471698113207548,0.11240506329113922,0.1915294117647059,0.1915294117647059,19,4,58,How can the stigma surrounding STIs affect my relationships with others?
ID_VL_Lug_Uga_9FA4A627,Lug_Uga,B_reranking_failure,0.10471698113207548,0.74,0.74,0.74,0,19,76,Kimiimo ki ekikozesebwa singa omuntu afuna ebika by'Akawuka akaleeta Siriimu ebisukka mu kimu?
ID_VL_Aka_Gha_2D06E8CF,Aka_Gha,C_recall_failure,0.10483333333333333,0.1425185185185185,0.17309941520467834,0.1880327868852459,56,46,71,Dɛn na ɛkyerɛ sɛ wobenya tebea a ɛboa ankorankoro a wɔn bɔbeasu ahorow ne wɔn nna ho akɔnnɔ yɛ ahorow ?
ID_VL_Eng_Ken_991121E7,Eng_Ken,C_recall_failure,0.10506172839506173,0.22999999999999998,0.25064516129032255,0.2526829268292683,40,17,58,Can a person with HIV be in a relationship?
ID_VL_Lug_Uga_503BE788,Lug_Uga,B_reranking_failure,0.10508875739644971,0.161875,0.74,0.74,65,42,78,Mukugu ki oba muntu ki omwesigwa ayinza okuyamba ku bibuuzo by'Akawuka akaleeta Siriimu?
ID_VL_Eng_Uga_E34F76B4,Eng_Uga,C_recall_failure,0.1052132701421801,0.19185185185185183,0.19185185185185183,0.19185185185185183,4,2,49,Which medicines are used to treat both Hepatitis B and HIV?
ID_VL_Eng_Gha_9780C215,Eng_Gha,C_recall_failure,0.10522935779816514,0.11085020242914978,0.14260416666666667,0.14260416666666667,7,17,52,"How does microfinance address the financial needs of adolescents who lack collateral, credit history, or access to traditional banking services?"
ID_VL_Lug_Uga_C926A021,Lug_Uga,B_reranking_failure,0.10522935779816514,0.74,0.74,0.74,0,0,70,Nsobola ntya okwetegekera okugenda mu nsonga ze sisuubira nga siri na waka?
ID_VL_Eng_Gha_6667D3BB,Eng_Gha,C_recall_failure,0.10535593220338982,0.1178343949044586,0.12333333333333334,0.15082802547770702,33,8,57,"What are some challenges or barriers to implementing effective sexual education programs in different cultural contexts, and how can they be addressed?"
ID_VL_Amh_Eth_B04D3376,Amh_Eth,C_recall_failure,0.1057142857142857,0.11384615384615383,0.11772727272727272,0.21583333333333335,64,33,66,አንድ ሕፃን ከተወለደ በኋላ ወዲያውኑ የዓይን ሕመም ቢይዝ ይህ  ሕመም ከእናቱ የተላለፈ ሊሆን ይችላል?
ID_VL_Lug_Uga_6BF7240F,Lug_Uga,B_reranking_failure,0.1057142857142857,0.74,0.74,0.74,0,9,43,Waliwo eddagala erigema Omusujja gw'ekibumba ogwa B?
ID_VL_Amh_Eth_3B4206C5,Amh_Eth,C_recall_failure,0.1057142857142857,0.1459154929577465,0.1667605633802817,0.22089552238805968,34,6,60,ትሪኮሞኒያሲስ እርግዝና ላይ ምን ጉዳት ያስከትላል ?
ID_VL_Eng_Eth_57021049,Eng_Eth,C_recall_failure,0.1057142857142857,0.1057142857142857,0.10918032786885246,0.16586206896551725,26,6,58,How can I get local media or radio to talk about the dangers of early pregnancy?
ID_VL_Amh_Eth_B0CBC61F,Amh_Eth,B_reranking_failure,0.1057142857142857,0.5223529411764706,0.5223529411764706,0.5223529411764706,4,2,72,ኤች አይ ቪ ማለት አንድ ሰው መጥፎ ነገር ስለሰራ ከእግዚአብሔር የሚመጣ ቅጣት ነው?
ID_VL_Lug_Uga_E53E5F4C,Lug_Uga,B_reranking_failure,0.1057142857142857,0.74,0.74,0.74,2,7,67,Akafuba akatasiigibwa era akatalaga bubonero kaawukana katya ku kafuba akasiigibwa era akalaga obubonero?
ID_VL_Eng_Uga_EA75752D,Eng_Uga,C_recall_failure,0.1057142857142857,0.2082634730538922,0.2082634730538922,0.2082634730538922,1,9,47,What factors can influence HIV infection rates?
ID_VL_Eng_Gha_DA003F16,Eng_Gha,C_recall_failure,0.1057142857142857,0.19624309392265193,0.19624309392265193,0.19624309392265193,1,6,46,What are the emotional and psychological effects as an adolescent living with disability?
ID_VL_Lug_Uga_E3395B1A,Lug_Uga,B_reranking_failure,0.1057142857142857,0.74,0.74,0.74,0,33,60,Bikolwa ki ebikubirizibwa singa nneegatta nga sseetangidde nga simanyi muganzi wange bw'ayimiridde ku Kawuka akaleeta Siriimu?
ID_VL_Eng_Gha_E10B1A47,Eng_Gha,C_recall_failure,0.1057142857142857,0.18944,0.24544554455445544,0.24544554455445544,18,4,51,What can I do to maximize the effectiveness of my chosen contraception method?
ID_VL_Amh_Eth_3108D448,Amh_Eth,C_recall_failure,0.1057142857142857,0.2409302325581395,0.2409302325581395,0.2409302325581395,2,6,65,ቂጢኝ የአእምሮ ችግር ሊያመጣ ይችላልን?
ID_VL_Amh_Eth_52828D80,Amh_Eth,C_recall_failure,0.1057142857142857,0.23368421052631577,0.23368421052631577,0.23368421052631577,2,1,57,HPV በእፅዋት ሊድን ይችላል እና ምልክቶቹስ?
ID_VL_Lug_Uga_C7774FAE,Lug_Uga,C_recall_failure,0.1057142857142857,0.1575483870967742,0.1575483870967742,0.16567164179104477,45,7,68,Ebitundu oba abantu bayinza batya okukolera awamu okukendeeza ku Kawuka akaleeta Siriimu?
ID_VL_Amh_Eth_1DAD09B2,Amh_Eth,C_recall_failure,0.10571428571428572,0.0,0.10962962962962962,0.17862068965517242,58,2,71,በትዳር አጋሮች መካከል ለትሪኮሞኒያሲስ መተላለፊያ ዋናው መንገድ ምንድን ነው?
ID_VL_Eng_Uga_47A2A10B,Eng_Uga,B_reranking_failure,0.10571428571428572,0.74,0.74,0.74,2,6,56,Can I expose my unborn baby to Trichomoniasis while I am pregnant?
ID_VL_Eng_Gha_62F5DF2B,Eng_Gha,D_weak_pool,0.10571428571428572,0.21017751479289942,0.3225641025641026,0.3225641025641026,5,2,47,What types of reproductive health services are available to adolescents?
ID_VL_Eng_Uga_5B80B8D1,Eng_Uga,D_weak_pool,0.10571428571428572,0.4008333333333333,0.4008333333333333,0.4008333333333333,0,0,52,"Is Herpes for only women?, please answer in detail."
ID_VL_Aka_Gha_A65E688E,Aka_Gha,C_recall_failure,0.10571428571428573,0.10882352941176471,0.12893939393939394,0.14337500000000003,54,43,69,"Sɛn na mmabun bɛkasa yie fa nna mu apɔwmuden 'sexual health' ho bere a obiara kasa kwan yɛ soronko sso de akyerɛ wɔn awofo, ahwɛfo, wɔn yɔnko ne obiara."
ID_VL_Eng_Gha_9D642932,Eng_Gha,C_recall_failure,0.10571428571428573,0.13680672268907562,0.1834188034188034,0.1834188034188034,18,5,51,"What are the experiences of people with disabilities from different cultural, religious, or societal backgrounds?"
ID_VL_Amh_Eth_6E996E3E,Amh_Eth,C_recall_failure,0.10571428571428573,0.18974358974358974,0.18974358974358974,0.18974358974358974,3,18,63,ትሪኮሞኒየስ ወይም የሴቶች የመራቢያ አካል ኢንፌክሽን ህመም  አለው?
ID_VL_Eng_Uga_3A67470C,Eng_Uga,B_reranking_failure,0.10571428571428573,0.6727272727272727,0.6727272727272727,0.6727272727272727,1,17,47,"Is Syphilis sexually transmitted?, please answer this using simple medical terms."
ID_VL_Amh_Eth_8186A576,Amh_Eth,D_weak_pool,0.10571428571428573,0.11562499999999999,0.1909677419354839,0.3894736842105263,37,3,52,ከእናት ወደ ልጅ ቂጥኝ ሊተላለፍ ይችላል ?
ID_VL_Eng_Uga_03254FBD,Eng_Uga,B_reranking_failure,0.10571428571428573,0.74,0.74,0.74,24,18,51,"How is Syphilis transmitted?, please answer this using simple medical terms."
ID_VL_Aka_Gha_50C187FC,Aka_Gha,C_recall_failure,0.10622009569377991,0.15786666666666666,0.15786666666666666,0.1906060606060606,60,0,86,"Ɛkwan bɛn so na nkabom adesua a yɛfrɛ no *inclusive education* wɔ pɔtɔ kasa mu no, bɛboa ma mmabun ako atia 'stereotypes' (adwene bɔne)  ne nyiyimu?"
ID_VL_Aka_Gha_3C20592F,Aka_Gha,C_recall_failure,0.10632183908045977,0.13602941176470587,0.20894117647058824,0.20894117647058824,8,0,68,"Mmoa bɛn na metumi ahwɛ kwan afi mmrahyɛfo hɔ, sɛ mebɔ bɔbea mu basabasayɔ (GBV) ho amanneɛ a? (nhwehwɛmu, nea wɔayɛ no bɔne a wɔkamfo kyerɛ) ."
ID_VL_Eng_Uga_3F8C1097,Eng_Uga,B_reranking_failure,0.10651515151515153,0.5426666666666667,0.74,0.74,5,4,42,Is it true that painful sex is a sign of a UTI or STI
ID_VL_Aka_Gha_0F844FEF,Aka_Gha,C_recall_failure,0.10653696498054474,0.15838596491228069,0.22605744125326369,0.2878962536023055,38,11,53,"Nneɛma bɛn, telefon a wɔde frɛ nkurɔfo, telefon a wɔde boa, wɛbsaet, anaa app ahorow bɛn na ɛwɔ hɔ ma mmabun a wɔanya nna mu basabasayɛ anaasɛ wɔaka wɔn, na ɔkwan bɛn so na wobetumi anya mmoa ne nsɛm a ɛyɛ kokoam, ɛnyɛ atɛn, ne amammerɛ a ɛfata?"
ID_VL_Eng_Uga_A981FA54,Eng_Uga,C_recall_failure,0.1065843621399177,0.12969072164948453,0.14478260869565215,0.14478260869565215,10,43,49,"what if I feel symptoms for Gonorrhea after treatment what should I do?, please answer in detail."
ID_VL_Eng_Gha_4CBF131D,Eng_Gha,C_recall_failure,0.10661016949152542,0.16612244897959186,0.16612244897959186,0.20267515923566876,40,48,50,How can I build healthy relationships with my partner (if applicable) and my baby?
ID_VL_Swa_Ken_8CED4707,Swa_Ken,B_reranking_failure,0.10663755458515281,0.1767164179104478,0.74,0.74,19,0,55,"Je, maambukizi ya virusi vya ukimwi yanaweza kuzuiwa kwa kutumia tembe za kuzuia mimba?"
ID_VL_Eng_Gha_22BF18F5,Eng_Gha,C_recall_failure,0.10666666666666666,0.1367391304347826,0.1367391304347826,0.16860759493670888,40,32,59,"What are some things I can do to maintain positive mental health as I navigate sexual and reproductive development? (healthy relationships, open communication, self-care)"
ID_VL_Eng_Uga_1A9C672A,Eng_Uga,B_reranking_failure,0.10666666666666669,0.74,0.74,0.74,1,6,65,Can immediate medical intervention after unprotected sex truly cure HIV?
ID_VL_Swa_Ken_FF2336E9,Swa_Ken,C_recall_failure,0.10676616915422885,0.12143589743589742,0.16958333333333334,0.20943396226415098,30,16,57,Kwa nini kwa sasa kuna hatua chache za kuzuia ngono kama vile kutokufanya ngono katika vyuo vikuu?
ID_VL_Eng_Gha_8CC36F3B,Eng_Gha,C_recall_failure,0.10680412371134021,0.20300884955752213,0.24457627118644065,0.24457627118644065,9,2,53,How can I talk to my family and friends about the alternative I'm considering? (communication tips)
ID_VL_Eng_Gha_519554E3,Eng_Gha,C_recall_failure,0.10684491978609625,0.13752212389380528,0.148,0.148,8,11,50,"How can unhealthy gender norms within certain cultures contribute to dating violence among adolescents? (challenging stereotypes, promoting equality)"
ID_VL_Aka_Gha_EE49F329,Aka_Gha,C_recall_failure,0.10692015209125474,0.2368,0.2368,0.2368,0,0,68,"Sikakorabea ahorow te sɛ sikakorabea ne boseabɔ akuw ahorow bɛn na ɛwɔ hɔ, na ɔkwan bɛn so na wɔyɛ adwuma?"
ID_VL_Eng_Uga_D7B102A9,Eng_Uga,B_reranking_failure,0.10710526315789473,0.74,0.74,0.74,4,25,46,"Can Syphilis be tested in Women?, please answer this using simple medical terms."
ID_VL_Eng_Gha_5299E505,Eng_Gha,C_recall_failure,0.1072463768115942,0.19333333333333333,0.19333333333333333,0.19497005988023952,35,35,58,What are some ways that community support can address stigma or discrimination related to puberty and sexual health?
ID_VL_Amh_Eth_3E652603,Amh_Eth,C_recall_failure,0.1072463768115942,0.051929824561403506,0.11021276595744679,0.11021276595744679,6,7,69,የኤች.አይ.ቪ መድኃኒት የመላመድ ምርመራዎች ምንድን ናቸው? መቼስ ጥቅም ላይ ይውላሉ?
ID_VL_Lug_Uga_ECC817A6,Lug_Uga,C_recall_failure,0.10724637681159421,0.10724637681159421,0.10763636363636363,0.1409523809523809,47,29,55,Omwana azaaliddwa ne Kisipi asobola okuwonyezebwa?
ID_VL_Swa_Ken_9215583A,Swa_Ken,C_recall_failure,0.10724637681159421,0.10724637681159421,0.2276923076923077,0.2276923076923077,12,4,58,Kwa Nini Wanawake Wote Wajawazito Wapimwe Virusi Vya Ukimwi?
ID_VL_Eng_Gha_C35B9FEA,Eng_Gha,C_recall_failure,0.10724637681159421,0.10724637681159421,0.14211920529801325,0.24130434782608695,44,3,54,"How can we make schools, communities, and social spaces safer and promote healthy relationships where everyone’s consent is respected? (Bystander intervention programs and educational workshops)"
ID_VL_Eng_Gha_F020E992,Eng_Gha,C_recall_failure,0.10732824427480916,0.2685483870967742,0.2685483870967742,0.2685483870967742,0,6,55,How can I access contraception and birth control methods as an adolescent?
ID_VL_Lug_Uga_EB9F33CB,Lug_Uga,B_reranking_failure,0.10735751295336787,0.74,0.74,0.74,1,61,73,"Abantu banganga batya okutya, okuboolebwa oba obutakkaanya mu kubeera n’omuntu alina Akawuka akaleeta Siriimu?"
ID_VL_Lug_Uga_E11BF0D4,Lug_Uga,C_recall_failure,0.10748603351955308,0.10748603351955308,0.11248,0.74,58,5,63,Ebiseera bya buli muntu mu myaka egy’obuvubuka byawukana bitya?
ID_VL_Lug_Uga_E061F65F,Lug_Uga,C_recall_failure,0.10763636363636363,0.05285714285714285,0.10763636363636363,0.10763636363636363,9,4,70,Eddagala erigema erya Bacille Calmette-Guérin (BCG) likola bulungi kwenkana ki okugema ekika ky'Akafuba eky'amaanyi?
ID_VL_Amh_Eth_F2F9E5FA,Amh_Eth,C_recall_failure,0.10763636363636363,0.28,0.28,0.28,1,15,63,ኤችአይቪ በፍጥነት ይገድላል ወይም ሴቶችን ልጆች ከመውለድ ሊያግዱ ይችላሉ?
ID_VL_Eng_Uga_A754A29F,Eng_Uga,B_reranking_failure,0.10772151898734178,0.74,0.74,0.74,2,2,42,"If I take Septrin before sex, will it protect me from Gonorrhea? , please answer this using simple medical terms."
ID_VL_Eng_Gha_200B2903,Eng_Gha,C_recall_failure,0.10781456953642383,0.22945736434108524,0.23124999999999996,0.23124999999999996,18,23,50,"Are there any eligibility criteria or age restrictions for joining peer support groups, and what steps are involved in becoming a member?"
ID_VL_Lug_Uga_E60C1638,Lug_Uga,B_reranking_failure,0.10791666666666666,0.10791666666666666,0.74,0.74,10,3,66,Okukebera omusaayi kuyinza kukozesebwa kutya okuzuula Akafuba?
ID_VL_Amh_Eth_B2C08394,Amh_Eth,C_recall_failure,0.10791666666666666,0.0925,0.0925,0.10791666666666666,32,0,76,የማህፀንና ተያያዥ ክፍሎች ኢንፌክሽን ምንድን ነው? ያልታከመ ኢንፌክሽንስ እንዴት ለዚህ ችግር ይዳርጋል?
ID_VL_Lug_Uga_88E44A48,Lug_Uga,B_reranking_failure,0.10802919708029196,0.74,0.74,0.74,2,2,65,Lwaki kikulu okukozesa obupiira mu ngeri entuufu?
ID_VL_Eng_Gha_504E2687,Eng_Gha,C_recall_failure,0.10812785388127852,0.16567164179104474,0.1924,0.1924,8,26,52,What can I do if I have heavy periods or experience menstrual pain?
ID_VL_Lug_Uga_7B90942F,Lug_Uga,C_recall_failure,0.10829268292682927,0.12164383561643835,0.19999999999999996,0.2261111111111111,20,13,56,Nsobola okukwatibwa Obuwuka obuleeta Obulwadde bw'Ekikaba nga ndi ku nkola za kizaalaggumba?
ID_VL_Eng_Gha_9C4FFB46,Eng_Gha,C_recall_failure,0.10844827586206897,0.1596078431372549,0.23844444444444446,0.23844444444444446,11,46,50,How much does therapy or counseling typically cost? (mentioning sliding scale options or free resources if available)
ID_VL_Eng_Uga_D0B1E3EB,Eng_Uga,B_reranking_failure,0.10848167539267015,0.12647272727272726,0.74,0.74,6,18,50,"Can Syphilis treatment reverse complications of Syphilis? , please answer this using simple medical terms."
ID_VL_Swa_Ken_B52A9E6B,Swa_Ken,B_reranking_failure,0.1088235294117647,0.74,0.74,0.74,2,7,60,Ni mambo gani muhimu ya kuzingatia wakati wa kueleza mtu umuhimu wa kupimwa virusi vya ukimwi?
ID_VL_Aka_Gha_E9A1FA6F,Aka_Gha,C_recall_failure,0.10882352941176471,0.12731182795698925,0.2137777777777778,0.2137777777777778,13,8,67,Hyɛ  ahosohwɛ ho nkuran sɛ ɔkwan a wɔfa so di adwennwen ne atenka horow a ɛfa nna ne awo akwahosan ho dwuma.
ID_VL_Amh_Eth_87EA7FF5,Amh_Eth,C_recall_failure,0.10882352941176471,0.09652173913043476,0.10741935483870968,0.13155555555555556,22,14,70,ለማግባት አቅደናል። ለእነዚህ ሁሉ ሕመሞች ምርመራ ማድረግ አለብን? የትኞቹ ምርመራዎች በጣም አስፈላጊ ናቸው?
ID_VL_Lug_Uga_9BBC6CBC,Lug_Uga,B_reranking_failure,0.10882352941176471,0.74,0.74,0.74,3,2,62,Waliwo ekika ky'emmere eky'enjawulo ekiyinza okukendeeza ku mikisa gy'okukwatibwa Obuwuka obuleeta Endwadde z'Ekikaba?
ID_VL_Lug_Uga_143665F5,Lug_Uga,C_recall_failure,0.1089570552147239,0.14756598240469207,0.14899328859060404,0.1676243093922652,57,28,60,Tuyinza tutya okukendeeza ku mikisa gy’okukwatibwa Akawuka akaleeta Siriimu?
ID_VL_Eng_Gha_7AD465A1,Eng_Gha,C_recall_failure,0.10899224806201549,0.10999999999999999,0.12109090909090908,0.16086956521739132,34,11,54,"What are some safety considerations for someone experiencing GBV in an abusive household, especially if they come from a marginalized community? (confidentiality, safe spaces)"
ID_VL_Lug_Uga_E71C681A,Lug_Uga,B_reranking_failure,0.10908366533864541,0.74,0.74,0.74,0,20,67,Kisoboka okuwona Akawuka akaleeta Siriimu singa obujjanjabi butandikirawo oluvannyuma lw'embeera ekuteeka mu katyabaga k'okukwatibwa Akawuka?
ID_VL_Eng_Gha_1C612EC2,Eng_Gha,C_recall_failure,0.10910256410256411,0.13582278481012658,0.18356589147286823,0.18356589147286823,5,1,43,What are some effective methods for evaluating the impact and outcomes of peer-to-peer mentorship programs on the economic empowerment of adolescents?
ID_VL_Eng_Eth_1F45DBFD,Eng_Eth,C_recall_failure,0.10918032786885246,0.19999999999999996,0.26528301886792455,0.26528301886792455,15,62,66,"If I have a secret boyfriend, is this against my faith?"
ID_VL_Eng_Gha_69B7C0FA,Eng_Gha,D_weak_pool,0.10918032786885246,0.18849056603773584,0.3657471264367816,0.3657471264367816,16,0,39,"How can my sexual health and reproductive experiences affect my mental health? (stress, anxiety, depression)"
ID_VL_Eng_Gha_15B02530,Eng_Gha,C_recall_failure,0.10926174496644295,0.17903225806451611,0.17903225806451611,0.17903225806451611,3,8,57,What are some strategies for advocating for LGBTQ+ inclusion and acceptance within cultural or religious institutions?
ID_VL_Lug_Uga_A4515AE0,Lug_Uga,B_reranking_failure,0.10926174496644295,0.10926174496644295,0.74,0.74,12,10,67,Okugejja kulina akakwate mu ngeri yonna ku ddagala lya ARVs?
ID_VL_Eng_Uga_96EE50E5,Eng_Uga,B_reranking_failure,0.10931818181818181,0.10931818181818181,0.74,0.74,14,50,52,"Do IUDs increase chances of getting Gonorrhea? , please answer in detail."
ID_VL_Lug_Uga_B193C8B8,Lug_Uga,C_recall_failure,0.10962962962962962,0.10962962962962962,0.2740740740740741,0.2740740740740741,6,47,59,Nnina okutegeeza omubeezi wange singa mba nnina Obuwuka obuleeta Obulwadde bw'Ekikaba?
ID_VL_Eng_Ken_F5159494,Eng_Ken,D_weak_pool,0.10962962962962965,0.3288888888888889,0.3288888888888889,0.3288888888888889,4,3,39,How many deaths are reported among children aged between 0 to 14 years?
ID_VL_Swa_Ken_39034B65,Swa_Ken,B_reranking_failure,0.1097457627118644,0.74,0.74,0.74,4,29,53,"Je, ninaweza kuchumbiana na kuoa ikiwa nina Virusi Vya Ukimwi?"
ID_VL_Aka_Gha_23E2FCB4,Aka_Gha,C_recall_failure,0.10999999999999999,0.10571428571428572,0.14799999999999996,0.14799999999999996,8,3,65,"Ɔkwan bɛn so na nyinsɛn a wɔtwe wɔn ho fi ho 'Abstinence' no siw nyinsɛn ano, na dɛn nti na ɛmmɔ wɔn ho ban mfi STI ho?"
ID_VL_Eng_Uga_EBD8A3B1,Eng_Uga,C_recall_failure,0.10999999999999999,0.1126086956521739,0.15443478260869567,0.15443478260869567,9,74,77,"Compare the level of  adherence to ARVs between men and  women for middle aged people., please answer in detail."
ID_VL_Lug_Uga_D1403430,Lug_Uga,C_recall_failure,0.11005128205128203,0.10011764705882353,0.1383478260869565,0.15526785714285718,38,7,74,Biki ebikolebwa okuddukanya embeera y'Akawuka akaleeta Siriimu?
ID_VL_Eng_Gha_6A662FCE,Eng_Gha,C_recall_failure,0.11008264462809918,0.11008264462809916,0.15578947368421053,0.15578947368421053,10,12,53,"Promote bystander intervention, challenging gender norms, and online safety practices."
